Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16/09/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nigeria,NGA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,11.84145452,11.71389179,11.60178174,11.51065662,11.44997291,11.4195182,11.40489428,11.45113286,11.54106577,11.63845254,11.70377476,11.72922702,11.75859333,11.79435212,11.82678057,11.83233259,11.78219396,11.73735952,11.70376817,11.68946004,11.69452953,11.73039488,11.81733405,11.94309735,12.08340504,12.21055883,12.29960388,12.40060553,12.50870883,12.6095694,12.68181583,12.71707968,12.7498632,12.77987904,12.79538743,12.77502063,12.705047,12.62925818,12.55246642,12.47622171,12.39336012,12.29520027,12.21369192,12.14766956,12.09715324,12.05895194,12.02633096,12.02405875,12.04327632,12.07581875,12.1153926,12.16727771,12.23474775,12.31005527,12.38191007,12.43821615,12.47760624,12.51498166,12.54740334,12.57466498,
Nigeria,NGA,Wanted fertility rate (births per woman),SP.DYN.WFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,4.4,,,,5.3,,,,,5.3,,,,,5.2,,,,,4.8,,
Nigeria,NGA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,163.956,163.956,163.956,163.5722,163.1884,162.8046,162.4208,162.037,163.2712,164.5054,165.7396,166.9738,168.208,168.9736,169.7392,170.5048,171.2704,172.036,170.7762,169.5164,168.2566,166.9968,165.737,163.5624,161.3878,159.2132,157.0386,154.864,152.5778,150.2916,148.0054,145.7192,143.433,142.0736,140.7142,139.3548,137.9954,136.636,135.3652,134.0944,132.8236,131.5528,130.282,128.8608,127.4396,126.0184,124.5972,123.176,121.9508,120.7256,119.5004,118.2752,117.05,115.106,113.162,111.218,109.274,107.33,105.447,,
Nigeria,NGA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84800005,3.813999891,3.898999929,3.931999922,3.90899992,3.898999929,3.901000023,3.884000063,3.930000067,3.868999958,3.864000082,3.799999952,3.888999939,3.825999975,3.816999912,3.703999996,3.599999905,3.582999945,3.739000082,3.763000011,3.839999914,3.917000055,3.989000082,3.868999958,3.660000086,6.199999809,7.676000118,7.539000034,7.434000015,7.34499979
Nigeria,NGA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.262999535,9.300000191,9.467000008,9.517999649,9.517999649,9.501999855,9.493000031,9.498000145,9.619999886,9.539999962,9.51099968,9.491999626,9.567000389,9.479999542,9.428999901,9.211999893,9.020000458,8.967000008,9.392000198,9.468000412,9.555000305,9.711000443,9.836999893,8.407999992,7.811999798,12.48200035,13.96199989,13.72200012,13.95499992,14.16800022
Nigeria,NGA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.11100006,66.98300171,66.65200043,66.44799805,66.19499969,65.87000275,65.6309967,65.38800049,65.14099884,64.96900177,64.71299744,64.68399811,64.40299988,64.33699799,64.22599792,64.20400238,64.36299896,64.46800232,64.53299713,64.53099823,64.5019989,64.60900116,62.28300095,59.90599823,59.46900177,58.91400146,58.2140007,58.15499878,57.99000168,57.875,57.75500107
Nigeria,NGA,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,,,,45.99000168,,,,,,,,,,,,,,,,,,,,32.56000137,,,30.35000038,,,,,32,,,,,,,,,,,,,36.49000168,,,,,,,30.78660011,,23.55380058,,,,,,31.88360023,
Nigeria,NGA,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4,73.74391,,,,,,,,,
Nigeria,NGA,Informal employment (% of total non-agricultural employment),SL.ISV.IFRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.03000069,80.84499931,80.89499855,80.93499947,80.81500244,80.64999771,80.55799866,80.50399971,80.40699768,80.12000084,79.99300194,79.62800026,79.36599731,79.06199837,78.83800125,78.63800049,78.41600037,78.1780014,77.96799946,77.62400055,77.41800117,77.79900074,78.1240015,77.93799877,77.88400173,77.90199757,77.78600025,77.69699955,77.61199856,77.52700233
Nigeria,NGA,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.20899963,29.03800011,28.75399971,28.45100021,28.13100052,28.05200005,27.90999985,27.72599983,27.49900055,27.34700012,27.44799995,27.5170002,27.53700066,27.59000015,27.62199974,27.88500023,28.07900047,28.18300056,28.10499954,28.11000061,28.19199944,24.64999962,21.40299988,23.47999954,25.5529995,26.24099922,25.65299988,25.50499916,25.28800011,25.08200073
Nigeria,NGA,Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.06926121,18.29974651,,,
Nigeria,NGA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,,,,27.4,,,,31.1,,,,,,,21.9,,,,,,21.8,,,,,,,,,,,
Nigeria,NGA,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90261173,21.75896072,15.35208511,28.55808067,39.34751892,40.30971146,33.2347641,30.83899879,28.56986237,27.16788864,22.67977142,25.2118721,29.44140053,27.86959457,26.79201317,35.76290512,27.93797684,31.35847282,,,
Nigeria,NGA,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,12,,,,13.8,14.9,,,11,,18.8,8.7,7.6,11.9,,8,,
Nigeria,NGA,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,5.5,,,,,,,,,,6.3,,,,13.3,10.4,,,3,,5,1.8,1.6,1.5,,2.1,,
Nigeria,NGA,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,29.6,,,27,,24.8,,,18.4,,19.5,,
Nigeria,NGA,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,,,,,12.3,,,,,11.5,11.4,11.3,11.2,11,10.9,10.8,,,,
Nigeria,NGA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,,,,,,,,9,16,22,29,36,47,56,39,43,29,44,34,26,21,32,31,29,27,25,29,33,36,40,42,53,63,54,48,42,43,43,42,53,55,56,57,
Nigeria,NGA,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8752126,36.0402336,37.24405232,38.45030082,39.65897909,40.87008713,42.08362494,43.29959253,44.51798989,45.73881703,46.96207393,48.18776061,49.41587707,50.6464233,51.8793993,53.11480507,54.35264061,55.59290593,,,
Nigeria,NGA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,,,,,,,,,,25.6,,,,,28.2,29,,,,
Nigeria,NGA,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,4.6,,,,
Nigeria,NGA,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,,,,,,,,,,,,,,,32.88228,43.06125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",SE.TER.CUAT.ST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.75932,,,,,,,,,,,,,,
Nigeria,NGA,"Secondary education, teachers",SE.SEC.TCHR,,,,,,,,,,,16794,,19610,,,,,16686,23946,29443,34629,41581,81492,89076,108664,98487,105003,,134400,136677,141377,141491,147530,151722,152596,,,,,129013,132884,140631,162960,180278,154594,159283,202082,213366,308311,,390427,,,,,,,,,,
Nigeria,NGA,"School enrollment, secondary (% net)",SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.UP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.97825,,,,,,,,,,,,,,
Nigeria,NGA,"Children out of school, primary",SE.PRM.UNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7018601,6563054,,,,6816675,6901743,6979702,6532169,8348023,8348219,8615770,,,,,,,,,,
Nigeria,NGA,"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.57741,,,,,80.44186,77.66581,57.14427,61.50962,88.81626,70.22301,,,,,,,,,,,
Nigeria,NGA,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,,,,,,,,,,,30.53652,34.42556,38.45991,40.65054,,,39.87031,51.75825,66.98384,78.4247,83.58442,91.29903,99.2585,98.65409,97.73492,95.03047,84.12042,80.92488,73.60256,75.96433,75.97746,76.31609,80.51965,83.47573,83.93186,80.93491,72.48053,,,83.90638,88.19535,87.08653,88.49938,90.19695,91.65238,92.60578,94.28542,87.37689,79.06753,80.63669,80.96385,87.459,90.86255,92.89585,89.42713,,82.17733,,,,
Nigeria,NGA,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.30614,,36.81467,44.59231,44.16141,,,37.48335,44.0381,42.16409,,,,,,,,,,
Nigeria,NGA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.48778,,,,,,,,,,,,60.50937,,,,,57.95389,,,,,,,,,,68.26263,,
Nigeria,NGA,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.889346319,,1.412992485,,,5.654370017,,,,,
Nigeria,NGA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.712855833,0.657894999,0.657894999,0.630282046,0.615501553,0.626601004,0.644701062,0.635271994,0.604007374,0.546780892,0.617708175,0.673461262,0.724409851,0.766527449,0.893774083,1.754523004,4.016037344,4.536966667,7.364735,8.038285,9.909491667,17.298425,22.0654,21.996,21.89525833,21.884425,21.88605,21.886,92.3381,101.6973333,111.23125,120.5781583,129.22235,132.888025,131.2743333,128.6516667,125.8081083,118.5666667,148.88,150.2975,153.8625,157.5,157.3116667,158.5526417,192.4403333,253.492,305.7901092,306.0836882,306.9209515,
Nigeria,NGA,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3108.655489,3043.890451,3066.651586,2884.182269,2813.342912,2776.34961,2825.888711,2847.735788,2838.893874,2836.448205,2739.242531,2896.408278,3230.032545,3340.636866,3567.690742,3675.105996,4025.676088,4063.156629,4238.146182,4433.834219,4635.558286,4758.778933,4848.226501,5045.011583,5311.163027,5356.407543,5160.488697,5031.602284,4928.924489,,
Nigeria,NGA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,2.68538E+13,2.33711E+13,2.02067E+13,2.10296E+13,2.2614E+13,1.72856E+13,1.71445E+13,1.80427E+13,2.07645E+13,2.25028E+13,2.32867E+13,2.40376E+13,2.30301E+13,2.09839E+13,2.13232E+13,2.40464E+13,2.40646E+13,2.18262E+13,2.39425E+13,2.98619E+13,3.03201E+13,3.48426E+13,3.83098E+13,4.12234E+13,4.69452E+13,5.59687E+13,5.08444E+13,5.17877E+13,5.01595E+13,5.46123E+13,5.28574E+13,5.74398E+13,5.99365E+13,6.19761E+13,5.84438E+13,5.40144E+13,5.41195E+13,5.73188E+13,,
Nigeria,NGA,GDP (constant LCU),NY.GDP.MKTP.KN,9.27798E+12,9.29577E+12,9.67718E+12,1.05073E+13,1.10275E+13,1.15662E+13,1.10746E+13,9.33104E+12,9.21455E+12,1.14442E+13,1.43061E+13,1.6343E+13,1.68928E+13,1.78038E+13,1.97908E+13,1.87562E+13,2.04522E+13,2.16842E+13,2.04343E+13,2.18156E+13,2.27329E+13,1.97485E+13,1.8405E+13,1.63944E+13,1.62115E+13,1.71701E+13,1.71805E+13,1.77303E+13,1.90307E+13,1.9396E+13,2.16802E+13,2.17579E+13,2.27655E+13,2.23022E+13,2.18975E+13,2.18816E+13,2.27997E+13,2.34693E+13,2.40751E+13,2.42158E+13,2.54304E+13,2.69353E+13,3.10643E+13,3.33466E+13,3.64314E+13,3.8777E+13,4.11267E+13,4.38374E+13,4.68028E+13,5.05643E+13,5.46123E+13,5.7511E+13,5.99438E+13,6.39428E+13,6.79775E+13,6.97807E+13,6.86524E+13,6.92057E+13,7.05363E+13,7.20941E+13,
Nigeria,NGA,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.668941872,18.8639068,46.75235536,41.63905872,43.29646429,75.40165319,26.49108986,5.055345931,6.009344303,13.43057163,22.6737374,10.07647724,21.10905001,9.804323771,20.72767544,19.85849477,23.86438113,7.099730995,7.921387201,0.686098874,26.75076167,9.778458097,9.947636706,4.964745716,4.662622917,2.863665122,9.54367007,11.11891807,10.22848509,10.38477919,
Nigeria,NGA,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,,,,,87.93307662,85.1293043,76.20282213,61.40558615,49.13479023,54.89016609,54.05341957,48.48836245,67.55722346,62.35674007,59.36070706,52.12179339,49.56508782,43.67703901,43.75238954,40.39338479,43.0509434,35.08326305,47.42131529,55.56987671,36.05601373,31.10431259,29.4022304,32.50209949,39.18551458,50.9039272,28.01540934,33.50170924,26.20295199,25.70112412,26.64096786,34.78929413,20.23603716,23.07823268,17.39466877,16.19399068,18.84138531,20.17869587,,
Nigeria,NGA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,47.52308734,50.69550085,49.90405254,50.35437597,47.31850327,48.16254805,45.57253162,43.02700606,42.34604371,42.04740905,41.16452222,40.98560251,42.35010353,42.51773136,36.97942326,35.35822694,36.33392868,42.38088225,43.58848402,43.79845492,46.22247972,38.96993247,39.1455112,43.35501825,44.68420574,48.48879872,49.96237105,48.97535973,50.98139707,50.78884367,49.24303152,50.18588448,52.36660112,54.15312801,58.12222192,59.78509768,55.80469689,52.01705093,49.7302169,
Nigeria,NGA,"Industry (including construction), value added (constant 2010 US$)",NV.IND.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,78200661774,67792623506,54929276993,55837375662,58339413742,55539889095,58546193340,63306265793,62827365078,74173312854,72592877553,77040161389,71792745349,67543790878,65509679076,69210419603,70524550902,70801098616,67877231055,72940711053,77022416924,78014509031,87501004010,89042181735,90551837170,88773436965,87062147383,85282479728,87419301989,91993465641,99712717401,1.02133E+11,1.04342E+11,1.11393E+11,1.08895E+11,99257119381,1.01387E+11,1.03284E+11,1.05672E+11,
Nigeria,NGA,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,17052175625,20125923754,23797815568,30365184995,34237086700,35702635244,50286937894,73764505840,88264126108,1.06627E+11,1.23236E+11,1.84116E+11,2.95325E+11,4.45273E+11,7.90142E+11,1.07051E+12,1.21146E+12,1.34104E+12,1.42697E+12,1.50841E+12,2.01542E+12,4.25152E+12,4.58593E+12,4.93526E+12,6.03233E+12,7.5133E+12,8.55198E+12,1.01003E+13,1.16254E+13,1.30489E+13,1.40378E+13,1.5816E+13,1.68166E+13,1.80186E+13,1.9637E+13,2.15235E+13,2.39526E+13,2.73713E+13,3.19041E+13,
Nigeria,NGA,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,-27.25053948,-33.76075737,-43.25970589,9.116948111,0.741948255,-35.46845528,-14.30470502,35.46320721,40.32398526,-0.633805261,-2.416246217,15.72230617,-10.83322455,-26.22985467,17.93256847,8.831206879,-4.98980823,-2.866648472,16.9474874,-21.93812308,20.30695527,50.06728672,-23.98291299,-10.42592325,59.30075278,41.70327401,-0.719934066,34.74563776,18.33527755,-7.915009357,3.359867005,7.816523997,12.98637671,0.300004488,-6.412086815,-1.829551852,9.384233109,,
Nigeria,NGA,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,4.88546E+12,4.37469E+12,4.0391E+12,4.45409E+12,4.83112E+12,4.40066E+12,4.63883E+12,4.7785E+12,6.20388E+12,5.92811E+12,6.40609E+12,4.70729E+12,5.58511E+12,5.71142E+12,5.22159E+12,4.65358E+12,6.88283E+12,7.02645E+12,6.27092E+12,7.10201E+12,5.42454E+12,6.05528E+12,7.95428E+12,7.87834E+12,8.85325E+12,1.50838E+13,1.25269E+13,1.79683E+13,1.25746E+13,1.40138E+13,1.76284E+13,1.69957E+13,1.33014E+13,1.65051E+13,1.65279E+13,1.84247E+13,2.00349E+13,1.97523E+13,,
Nigeria,NGA,Final consumption expenditure (current US$),NE.CON.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,19096404323,20642338233,22550039000,27726825553,36730918485,23943075817,23078591870,25299915451,13725600880,19338605591,19707373021,22223922982,13625726011,18228270040,23783632199,29410870429,30324325086,34059536902,31733092844,29751518868,46085896265,62929096779,69709167979,87655675693,1.14138E+11,1.31436E+11,2.08427E+11,2.34441E+11,2.24014E+11,2.76178E+11,3.0611E+11,3.06971E+11,4.12205E+11,4.44636E+11,4.17972E+11,3.5172E+11,3.17618E+11,3.27289E+11,,
